,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,prefered_category,training_ID,training_type,training_name,trainer_name,training_total_meetings,training_price,discount_training,cross_selling,upselling
566,P0567,CV Marpaung,Zizi Prayoga,"Gang Waringin No. 08
Tangerang, JK 93683",+62 (26) 068 6705,lantarwaskita@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2021-07-20,4,musiman,10,Group,56000000.0,4,social media,positif,bagus,75,18,65,4,Ya,4,Other Series,B0567,Other Series,Health And Safety Environment,Ibun,14,7000000,20,Information Security Awareness,Health And Safety Environment
567,P0568,Perum Mardhiyah,"Puti Citra Astuti, S.H.","Jalan Cikapayang No. 23
Serang, SG 57285",+62-062-414-1692,kprasetyo@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2021-07-21,4,diskon,17,Group,112200000.0,5,social media,positif,bagus,85,24,85,5,Ya,5,HR Series,B0568,HR Series,Build A Great and Strong Corporate Culture,Reza,17,11000000,40,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
568,P0569,UD Haryanto Nashiruddin Tbk,Dr. Hani Rajasa,"Gang Erlangga No. 67
Sabang, Banten 00997",(0970) 618 3605,awastuti@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2021-07-22,3,musiman,10,Group,39000000.0,4,social media,positif,bagus,60,19,60,3,Ya,4,Sales & Marketing Series,B0569,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,13,6000000,35,Professional Selling Skills,Sales Forecasting: for Sales Target Results
569,P0570,PD Purnawati,Tgk. Vera Prakasa,"Jl. Medokan Ayu No. 36
Pekalongan, Kepulauan Riau 30056",+62-099-977-2776,aditya95@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2021-07-23,3,musiman,9,Group,25200000.0,3,social media,positif,buruk,70,18,70,3,Ya,4,Finance Series,B0570,Finance Series,International Banking Facility,Ibun,11,4000000,30,Cash Flow & Credit Management,International Banking Facility
570,P0571,Perum Maulana,"Dt. Viman Samosir, S.Kom","Gang Medokan Ayu No. 4
Bandung, KR 83103",+62 (0560) 532-5320,siraitqueen@example.org,Pendidikan,2021-07-24,5,diskon,13,Group,65000000.0,5,social media,positif,bagus,90,20,85,5,Ya,5,Training Series,B0571,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,50,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
571,P0572,CV Wasita,Dagel Adriansyah,"Gang Cihampelas No. 720
Lubuklinggau, JA 26048",+62 (0951) 089 4105,yutama@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2021-07-25,2,hari spesifik,2,Retail,5880000.0,2,social media,negatif,buruk,35,8,20,2,Tidak,2,Other Series,B0572,Other Series,Information Security Awareness,Ibun,7,3000000,2,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
572,P0573,UD Zulaika (Persero) Tbk,Mahesa Safitri,"Jalan Dipatiukur No. 41
Kota Administrasi Jakarta Pusat, Papua Barat 70896",+62 (0897) 455-9118,ekurniawan@example.com,Aktivitas Keuangan dan Asuransi,2021-07-26,5,diskon,18,Group,43200000.0,5,social media,positif,bagus,80,24,85,5,Ya,5,Credit & Collection Series,B0573,Credit & Collection Series,Managing Corporate Collection,Iqbal,17,4000000,40,Professional Debt Collection Skills,Managing Corporate Collection
573,P0574,CV Saputra Nainggolan (Persero) Tbk,Putri Sirait,"Gang S. Parman No. 09
Pematangsiantar, Jawa Timur 78364",+62 (099) 202 6174,prabawa67@example.com,"Kesenian, Hiburan Dan Rekreasi",2021-07-27,5,diskon,16,Group,72000000.0,5,social media,positif,bagus,85,21,85,5,Ya,5,Training Series,B0574,Training Series,Comprehensive Train The Trainers,Haris,17,10000000,55,Drill for Trainers: Mastering 10 Core Trainer's Tools,Comprehensive Train The Trainers
574,P0575,UD Napitupulu Wahyudin (Persero) Tbk,Danang Andriani,"Jl. W.R. Supratman No. 65
Samarinda, Maluku 39012",+62 (029) 855 1601,wacanamaimunah@example.org,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2021-07-28,3,bulan,3,Retail,28050000.0,3,social media,netral,bagus,45,14,45,3,Tidak,3,HR Series,B0575,HR Series,Build A Great and Strong Corporate Culture,Reza,11,11000000,15,People (HR) Analytics: For HR & Non HR Professional,Build A Great and Strong Corporate Culture
575,P0576,PD Marpaung Zulaika,Mursita Aryani,"Gg. Pacuan Kuda No. 4
Bekasi, Sulawesi Tengah 00765",+62 (816) 548-1428,purwa71@example.com,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2021-07-29,2,bulan,3,Retail,25500000.0,2,phone,netral,sedang,45,10,50,3,Tidak,3,Training Series,B0576,Training Series,Comprehensive Train The Trainers,Haris,11,10000000,15,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
576,P0577,Perum Adriansyah,Edi Utama,"Jalan Gedebage Selatan No. 37
Sorong, GO 46629",+62-097-493-6448,mmansur@example.org,Aktivitas Keuangan dan Asuransi,2021-07-30,4,diskon,15,Group,27000000.0,5,social media,positif,bagus,80,20,90,5,Ya,5,Credit & Collection Series,B0577,Credit & Collection Series,Managing Corporate Collection,Iqbal,17,4000000,55,Professional Debt Collection Skills,Managing Corporate Collection
577,P0578,UD Irawan Tamba,Febi Maryadi,"Jl. Ahmad Yani No. 1
Meulaboh, Jawa Barat 86188",(018) 975-2450,jefrihandayani@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-07-31,3,hari spesifik,3,Retail,28500000.0,3,social media,netral,sedang,40,10,40,3,Tidak,3,Training Series,B0578,Training Series,Comprehensive Train The Trainers,Haris,11,10000000,5,Drill for Trainers: Mastering 10 Core Trainer's Tools,Comprehensive Train The Trainers
578,P0579,CV Nainggolan Purwanti,Zamira Palastri,"Gang Ahmad Yani No. 610
Madiun, Sumatera Utara 65792",+62-0576-024-6018,prabulestari@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2021-08-01,3,diskon,6,Retail,59400000.0,3,phone,netral,buruk,55,11,40,2,Tidak,2,Office & Administration Series,B0579,Office & Administration Series,Manajemen Filling & Tata Kelola Kantor,Iqbal,11,11000000,10,Secretary Development Program,Manajemen Filling & Tata Kelola Kantor
579,P0580,UD Pranowo,"Daryani Winarsih, S.Kom","Gang Asia Afrika No. 790
Jayapura, Jawa Timur 58710",0867755230,wisnu13@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2021-08-02,3,diskon,9,Group,64350000.0,3,social media,positif,bagus,65,19,70,3,Ya,4,Finance Series,B0580,Finance Series,Cash Flow & Credit Management,Alam,14,11000000,35,International Banking Facility,Cash Flow & Credit Management
580,P0581,PT Simanjuntak Tbk,Drs. Ani Kusumo,"Gang Yos Sudarso No. 5
Bandung, KT 12417",(062) 867-5437,diahwacana@example.com,Pendidikan,2021-08-03,4,diskon,8,Group,60000000.0,3,phone,positif,bagus,65,19,60,4,Ya,4,Training Series,B0581,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,25,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
581,P0582,Perum Rahimah Waskita,Rachel Saragih,"Jl. KH Amin Jasuta No. 5
Tanjungpinang, Banten 51950",087 104 8015,olga31@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2021-08-04,2,bulan,5,Retail,49500000.0,3,social media,netral,sedang,50,11,50,3,Tidak,3,HR Series,B0582,HR Series,People (HR) Analytics: For HR & Non HR Professional,Reza,11,11000000,10,Planning and organizing for stellar performance,People (HR) Analytics: For HR & Non HR Professional
582,P0583,PD Purwanti Tbk,"Mala Kurniawan, S.I.Kom","Jalan Cihampelas No. 31
Tomohon, BB 69787",(0328) 770-5405,uwaisjulia@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2021-08-05,3,bulan,5,Retail,45000000.0,3,phone,netral,sedang,55,13,45,2,Tidak,3,HR Series,B0583,HR Series,Build A Great and Strong Corporate Culture,Reza,10,10000000,10,Planning and organizing for stellar performance,Build A Great and Strong Corporate Culture
583,P0584,PD Pradipta Pranowo Tbk,R.A. Malika Prasetyo,"Gg. Wonoayu No. 7
Bontang, SU 45521",+62 (066) 010 5130,upradana@example.com,Pendidikan,2021-08-06,4,peristiwa khusus,7,Group,39200000.0,4,social media,positif,bagus,65,15,65,4,Ya,4,Training Series,B0584,Training Series,Comprehensive Train The Trainers,Haris,11,7000000,20,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
584,P0585,UD Pertiwi Prabowo Tbk,Hj. Lidya Wibisono,"Jl. Monginsidi No. 362
Mojokerto, BE 25199",(081) 296-3370,lrahayu@example.com,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2021-08-07,3,diskon,8,Group,24000000.0,4,social media,positif,bagus,60,17,70,4,Ya,4,Sales & Marketing Series,B0585,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Haris,11,4000000,25,Professional Selling Skills,Sales Forecasting: for Sales Target Results
585,P0586,Perum Sinaga Sudiati,Jelita Wastuti,"Jalan Pacuan Kuda No. 41
Banjarbaru, KU 71660",+62 (023) 287-7401,nrahmawati@example.org,Aktivitas Jasa Lainnya,2021-08-08,4,diskon,7,Group,34300000.0,4,social media,positif,bagus,60,17,65,4,Ya,4,Sales & Marketing Series,B0586,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,14,7000000,30,Professional Selling Skills,Sales Forecasting: for Sales Target Results
586,P0587,PD Manullang,Vinsen Novitasari,"Gang Moch. Ramdan No. 0
Kota Administrasi Jakarta Pusat, PA 69725",+62-042-029-3494,palastriprabowo@example.org,"Kesenian, Hiburan Dan Rekreasi",2021-08-09,3,diskon,11,Group,77000000.0,4,social media,positif,sedang,75,19,70,4,Ya,4,Training Series,B0587,Training Series,Comprehensive Train The Trainers,Haris,14,10000000,30,Drill for Trainers: Mastering 10 Core Trainer's Tools,Comprehensive Train The Trainers
587,P0588,CV Prabowo Rahimah (Persero) Tbk,"Tgk. Hadi Hidayanto, M.Pd","Jalan Pelajar Pejuang No. 148
Bogor, Nusa Tenggara Timur 69949",+62 (07) 212-8396,hamima37@example.org,Konstruksi,2021-08-10,4,diskon,9,Group,50400000.0,3,email,positif,bagus,70,16,70,3,Ya,4,Sales & Marketing Series,B0588,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,14,7000000,20,Professional Selling Skills,Sales Forecasting: for Sales Target Results
588,P0589,PD Hariyah Tbk,Elvina Simbolon,"Jalan Rajiman No. 954
Tomohon, Nusa Tenggara Barat 82558",+62 (090) 085-0573,wijayazahra@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2021-08-11,3,diskon,8,Group,70400000.0,4,social media,positif,bagus,70,17,65,4,Ya,4,HR Series,B0589,HR Series,Build A Great and Strong Corporate Culture,Lukas,14,11000000,20,Planning and organizing for stellar performance,Build A Great and Strong Corporate Culture
589,P0590,CV Wijayanti Rajasa,Oliva Haryanto,"Jl. K.H. Wahid Hasyim No. 6
Tanjungbalai, Sumatera Utara 06083",+62 (410) 987 5755,mulyawijaya@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-08-12,3,diskon,4,Retail,26600000.0,3,phone,netral,buruk,45,12,50,3,Tidak,3,Finance Series,B0590,Finance Series,International Banking Facility,Alam,11,7000000,5,Cash Flow & Credit Management,International Banking Facility
590,P0591,Perum Wibisono Halimah,Raina Pertiwi,"Gg. Lembong No. 34
Pasuruan, Sulawesi Selatan 08909",(000) 208 1465,dpadmasari@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-08-13,5,diskon,18,Group,86400000.0,5,social media,positif,bagus,80,24,85,5,Ya,5,Training Series,B0591,Training Series,Comprehensive Train The Trainers,Haris,15,8000000,40,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
591,P0592,UD Sitompul,"Hj. Mala Kusmawati, S.I.Kom","Jl. Monginsidi No. 6
Mojokerto, BB 28213",(0176) 805 3572,hutasoitdaliono@example.com,"Pertanian, Kehutanan dan Perikanan",2021-08-14,3,bulan,5,Retail,31500000.0,3,social media,netral,sedang,55,11,50,3,Tidak,3,Other Series,B0592,Other Series,Health And Safety Environment,Ibun,11,7000000,10,Customer Service Excellence For Basic and Frontliner,Health And Safety Environment
592,P0593,UD Mardhiyah (Persero) Tbk,"Drs. Balidin Kuswoyo, S.T.","Gg. Dipatiukur No. 232
Dumai, Sumatera Utara 33571",086 297 8036,wacanaadinata@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2021-08-15,4,diskon,8,Group,39200000.0,4,social media,positif,bagus,75,16,65,4,Ya,4,Other Series,B0593,Other Series,Health And Safety Environment,Ibun,14,7000000,30,Information Security Awareness,Health And Safety Environment
593,P0594,Perum Gunarto,"Iriana Prasetyo, S.Pd","Jalan Suryakencana No. 09
Sorong, MA 33153",+62-062-761-7963,jagaraga51@example.com,Pertambangan dan Penggalian,2021-08-16,5,diskon,13,Group,42900000.0,5,social media,positif,bagus,80,20,90,4,Ya,5,Office & Administration Series,B0594,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,17,6000000,45,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
594,P0595,PT Prasetyo Mustofa,Dt. Galiono Maulana,"Jalan Pasir Koja No. 59
Tanjungbalai, KS 05776",(0596) 728-5065,marbunkarna@example.net,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2021-08-17,2,hari spesifik,1,Retail,5880000.0,1,email,negatif,bagus,25,6,35,2,Tidak,2,Other Series,B0595,Other Series,Health And Safety Environment,Ibun,8,6000000,2,Customer Service Excellence For Basic and Frontliner,Health And Safety Environment
595,P0596,UD Natsir,Yessi Mulyani,"Jl. Gardujati No. 335
Bau-Bau, Sumatera Selatan 50839",+62 (82) 201-7443,suryatmipaiman@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-08-18,5,diskon,13,Group,36400000.0,4,social media,positif,bagus,85,29,90,5,Ya,5,Training Series,B0596,Training Series,Comprehensive Train The Trainers,Alam,14,7000000,60,Train The Trainer For Outbond (Indoor-outdoor) Activity,Comprehensive Train The Trainers
596,P0597,UD Saptono,Patricia Tampubolon,"Gang Wonoayu No. 03
Yogyakarta, Kepulauan Bangka Belitung 40790",+62 (058) 885 2859,cfarida@example.net,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2021-08-19,5,diskon,19,Group,79800000.0,5,social media,positif,bagus,85,24,90,5,Ya,5,Sales & Marketing Series,B0597,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,17,7000000,40,Professional Selling Skills,Sales Forecasting: for Sales Target Results
597,P0598,CV Anggriawan,"Clara Novitasari, M.Pd","Jl. Ciumbuleuit No. 589
Solok, Maluku Utara 91688",087 041 0763,lsitumorang@example.net,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2021-08-20,4,musiman,7,Group,39200000.0,4,phone,positif,bagus,75,18,60,4,Ya,4,Other Series,B0598,Other Series,Health And Safety Environment,Ibun,14,7000000,20,Information Security Awareness,Health And Safety Environment
598,P0599,Perum Hassanah Permata,Agnes Hasanah,"Gang Yos Sudarso No. 9
Samarinda, SU 58715",+62 (90) 826 3026,waluyoophelia@example.org,Industri Pengolahan,2021-08-21,5,diskon,13,Group,39000000.0,5,social media,positif,bagus,80,27,90,4,Ya,5,Sales & Marketing Series,B0599,Sales & Marketing Series,Sales Forecasting: for Sales Target Results,Rian,15,5000000,40,Professional Selling Skills,Sales Forecasting: for Sales Target Results
599,P0600,PD Suryatmi (Persero) Tbk,"Kacung Anggraini, M.TI.","Gg. Surapati No. 6
Prabumulih, Lampung 90470",+62-291-802-7623,legasaptono@example.org,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2021-08-22,5,peristiwa khusus,12,Group,28800000.0,5,social media,positif,bagus,80,27,90,5,Ya,5,Office & Administration Series,B0600,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,17,6000000,60,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
600,P0601,PT Iswahyudi Nashiruddin,Warji Pratama,"Jalan Soekarno Hatta No. 92
Purwokerto, BA 80462",+62 (340) 850 6395,yahyaprakasa@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2021-08-23,2,hari spesifik,2,Retail,8000000.0,2,email,negatif,sedang,35,5,25,2,Tidak,1,Other Series,B0601,Other Series,Information Security Awareness,Ibun,8,4000000,0,Customer Service Excellence For Basic and Frontliner,Information Security Awareness
601,P0602,Perum Prasetyo (Persero) Tbk,Elvina Sihombing,"Gg. Rajawali Timur No. 053
Lhokseumawe, DI Yogyakarta 04207",+62 (43) 678-3196,bfirmansyah@example.org,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2021-08-24,5,peristiwa khusus,19,Group,59850000.0,5,social media,positif,bagus,85,28,85,5,Ya,5,Finance Series,B0602,Finance Series,International Banking Facility,Alam,17,7000000,55,Cash Flow & Credit Management,International Banking Facility
602,P0603,PT Napitupulu (Persero) Tbk,dr. Oliva Hidayat,"Jl. Cikutra Barat No. 803
Sibolga, Sumatera Selatan 25687",+62 (65) 142-3299,hprasetya@example.org,Pertambangan dan Penggalian,2021-08-25,4,diskon,8,Group,33600000.0,4,email,positif,bagus,60,18,60,4,Ya,4,Office & Administration Series,B0603,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,14,6000000,30,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
603,P0604,UD Mandasari,H. Uda Mayasari,"Jl. Erlangga No. 4
Tomohon, MA 67729",+62 (027) 155-9662,prasetyonugraha@example.com,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2021-08-26,3,diskon,9,Group,5850000.0,3,social media,positif,bagus,70,15,70,3,Ya,4,Credit & Collection Series,B0604,Credit & Collection Series,Managing Corporate Collection,Ibun,11,1000000,35,Professional Debt Collection Skills,Managing Corporate Collection
604,P0605,Perum Utami Winarno,T. Dodo Suryono,"Jalan Moch. Ramdan No. 659
Bekasi, LA 13309",+62 (001) 611-4587,winarsihwinda@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2021-08-27,3,bulan,6,Retail,35700000.0,2,phone,netral,sedang,40,14,50,3,Tidak,3,Other Series,B0605,Other Series,Health And Safety Environment,Ibun,11,7000000,15,Information Security Awareness,Health And Safety Environment
605,P0606,UD Manullang,Jumadi Wibowo,"Gg. Lembong No. 09
Medan, Papua 70098",(057) 307 4322,ilsa49@example.net,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2021-08-28,5,diskon,15,Group,54000000.0,5,social media,positif,bagus,80,28,90,4,Ya,5,Office & Administration Series,B0606,Office & Administration Series,Interactive Dashboard with Microsoft Excel,Iqbal,17,6000000,40,Manajemen Filling & Tata Kelola Kantor,Interactive Dashboard with Microsoft Excel
606,P0607,PD Oktaviani,Gandewa Sinaga,"Jalan Medokan Ayu No. 22
Denpasar, KT 94292",+62 (069) 076 4839,nilam52@example.org,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2021-08-29,5,diskon,12,Group,37800000.0,5,social media,positif,bagus,90,21,80,5,Ya,5,Other Series,B0607,Other Series,Health And Safety Environment,Ibun,17,7000000,55,Information Security Awareness,Health And Safety Environment
607,P0608,Perum Mandala Tbk,Daru Prastuti,"Gg. Cihampelas No. 373
Tegal, MU 23606",+62-054-547-4327,lfirmansyah@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2021-08-30,5,diskon,18,Group,54000000.0,5,social media,positif,bagus,85,21,80,5,Ya,5,Other Series,B0608,Other Series,Health And Safety Environment,Ibun,15,5000000,40,Information Security Awareness,Health And Safety Environment
608,P0609,Perum Mulyani Situmorang,Dr. Umay Habibi,"Gang Gardujati No. 35
Surakarta, Kalimantan Utara 98450",+62 (035) 167 3964,danuja99@example.org,"Pertanian, Kehutanan dan Perikanan",2021-08-31,3,diskon,10,Group,40000000.0,4,social media,positif,buruk,75,15,65,4,Ya,3,Other Series,B0609,Other Series,Information Security Awareness,Ibun,14,5000000,20,Health And Safety Environment,Information Security Awareness
