sales_ID,sales_name,sales_email,sales_phone
S0369,"Hendra Damanik, S.Psi",haryantidaruna@yahoo.com,+62-095-363-9440
S0140,Cagak Halim,atma14@hotmail.com,+62 (0959) 104 2123
S0433,Ika Marpaung,simbolonpia@hotmail.com,+62 (41) 544-4438
S0270,R. Hafshah Santoso,januarfebi@gmail.com,+62 (024) 872-5003
S0279,"Cut Jelita Lazuardi, S.I.Kom",ohutagalung@gmail.com,+62 (0883) 087 0561
S0302,Tgk. Hesti Lazuardi,usyinurdiyanti@hotmail.com,086 860 7877
S0356,Hana Sihombing,elisa78@hotmail.com,(065) 007 4606
S0020,Aslijan Rahimah,satya71@gmail.com,(056) 192-3226
S0033,"Nrima Safitri, S.Kom",kambali74@gmail.com,+62-37-625-5772
S0400,"Murti Pangestu, S.IP",shidayanto@gmail.com,+62 (29) 067-1496
S0493,Cut Elvina Yulianti,siraitrahman@yahoo.com,+62-328-328-8571
S0136,Hilda Suryatmi,ayupratiwi@yahoo.com,(0128) 311-2623
S0162,Lintang Rajasa,cagak13@hotmail.com,+62-381-845-6086
S0093,R. Tantri Wasita,victoriakuswandari@hotmail.com,+62 (079) 960 5643
S0131,Jessica Simbolon,hutasoitellis@yahoo.com,+62 (68) 778 4176
S0481,Mila Gunawan,cagak44@hotmail.com,+62-061-625-1898
S0408,Yuni Najmudin,cahyabudiyanto@hotmail.com,+62-374-793-8190
S0003,Dr. Yulia Siregar,najmudinerik@hotmail.com,+62 (68) 864-9445
S0332,Praba Narpati,capalailasari@yahoo.com,+62 (0693) 112 0644
S0460,Fitriani Nugroho,sudiatielvina@yahoo.com,+62 (213) 995-7865
S0499,Kamidin Winarsih,kemal05@gmail.com,+62-059-681-5003
S0296,Ganda Prakasa,bajragin45@yahoo.com,+62-38-325-2930
S0255,Bakiono Permata,manullangirnanto@yahoo.com,+62-53-416-0098
S0408,Yuni Najmudin,cahyabudiyanto@hotmail.com,+62-374-793-8190
S0122,Bagya Namaga,nasyidahopan@hotmail.com,(0224) 073 0446
S0426,Puti Febi Firmansyah,ahakim@gmail.com,+62 (0002) 222 6347
S0187,"R. Kajen Hartati, M.TI.",ilyas22@yahoo.com,+62-818-858-8932
S0253,"R. Lasmono Nainggolan, S.E.",dadi09@yahoo.com,+62 (0878) 030 1782
S0470,Rahayu Napitupulu,tprastuti@gmail.com,082 255 3751
S0207,Victoria Rahimah,baktionorajasa@gmail.com,+62 (0631) 772-1424
S0280,Cut Puspa Prasetyo,uwaluyo@hotmail.com,+62-35-504-0489
S0009,"Hasna Salahudin, S.T.",pramadan@yahoo.com,(056) 243 9221
S0283,Raisa Mardhiyah,enainggolan@hotmail.com,+62 (0616) 840 5728
S0465,Sari Nashiruddin,pradanalantar@yahoo.com,+62 (099) 971-4730
S0340,Usman Tarihoran,galak80@hotmail.com,(0862) 784-7475
S0378,T. Kariman Sihotang,nyomansafitri@yahoo.com,(0810) 635 4511
S0038,Caraka Latupono,marasharyanti@gmail.com,(083) 703-2577
S0215,Hamima Thamrin,qkuswandari@hotmail.com,+62-09-806-3782
S0060,Ratna Hartati,permadicawisono@gmail.com,+62 (072) 545-6007
S0202,"Paulin Gunarto, S.E.I",maryatigada@yahoo.com,(0905) 704 4750
S0319,Hj. Kania Mustofa,hasanahprasetya@yahoo.com,+62 (0067) 447-2629
S0276,"R. Indra Andriani, S.Psi",sitilestari@gmail.com,086 516 8395
S0143,"Bakijan Salahudin, M.Pd",padmasarimutia@hotmail.com,+62 (007) 607-3383
S0470,Rahayu Napitupulu,tprastuti@gmail.com,082 255 3751
S0252,Siti Hariyah,suryatmieka@yahoo.com,0848261701
S0083,"Jaswadi Mandala, M.TI.",dewi87@hotmail.com,+62 (094) 099-3682
S0022,Lukman Melani,putama@hotmail.com,+62 (0404) 744 1467
S0238,R.A. Nabila Sihombing,cawukrahmawati@gmail.com,+62 (22) 917-3670
S0193,Edward Hidayat,tugiman34@hotmail.com,(081) 901-2599
S0296,Ganda Prakasa,bajragin45@yahoo.com,+62-38-325-2930
S0140,Cagak Halim,atma14@hotmail.com,+62 (0959) 104 2123
S0224,"Cinthia Pradana, S.Sos",waluyogalak@hotmail.com,0874844251
S0055,"Dt. Bakda Yuliarti, S.I.Kom",eyolanda@gmail.com,+62 (090) 572 5369
S0160,Ozy Budiyanto,napitupulukasim@gmail.com,+62-002-388-9548
S0226,Cut Calista Permata,liliharyanto@hotmail.com,+62 (0421) 389-0689
S0312,Hamzah Handayani,prasetyateddy@yahoo.com,081 029 6715
S0251,Devi Suryono,ozyhariyah@hotmail.com,+62 (061) 006-2750
S0300,R.A. Wirda Susanti,kusumoempluk@gmail.com,(051) 093-1830
S0453,Lidya Saptono,lurhuranggriawan@gmail.com,+62-048-556-7301
S0167,"Wadi Anggriawan, S.Ked",ega42@hotmail.com,+62 (26) 540 9195
S0049,Mustofa Purwanti,yunita02@gmail.com,(068) 050 5271
S0105,"Dr. Elma Saputra, S.H.",paris49@yahoo.com,(0628) 947 4407
S0233,Queen Andriani,argono30@hotmail.com,(029) 960-9030
S0347,Reksa Puspita,esitumorang@hotmail.com,+62 (094) 171-7915
S0022,Lukman Melani,putama@hotmail.com,+62 (0404) 744 1467
S0110,drg. Vega Kuswoyo,nashiruddinartawan@gmail.com,+62-03-738-3375
S0238,R.A. Nabila Sihombing,cawukrahmawati@gmail.com,+62 (22) 917-3670
S0267,Prakosa Saragih,astutijaka@gmail.com,+62 (0556) 649-3969
S0191,Yulia Simanjuntak,pertiwirusman@gmail.com,+62 (034) 792-6564
S0078,Farah Usada,kurnia36@yahoo.com,+62-192-806-6827
S0449,"Widya Lazuardi, S.Farm",tyuniar@yahoo.com,(022) 980-1204
S0072,"dr. Hani Pratiwi, S.Gz",pangestucindy@hotmail.com,+62-010-001-2642
S0159,Kasiyah Wasita,ghakim@gmail.com,+62 (293) 284 4759
S0305,Cut Ina Hidayat,mumpuni31@gmail.com,+62 (0563) 512 5563
S0409,"Upik Sitorus, S.IP",muhammad02@yahoo.com,+62 (016) 458-2071
S0014,Ciaobella Habibi,vpalastri@gmail.com,+62-116-509-1336
S0434,Asirwada Hutapea,safitriwakiman@hotmail.com,(0951) 697 4546
S0234,Patricia Mahendra,solehjanuar@gmail.com,+62 (044) 924-8591
S0204,Sarah Prasetya,ynarpati@yahoo.com,+62 (878) 978-6710
S0074,Tgk. Damar Anggriawan,bzulkarnain@hotmail.com,+62 (64) 168 1927
S0162,Lintang Rajasa,cagak13@hotmail.com,+62-381-845-6086
S0302,Tgk. Hesti Lazuardi,usyinurdiyanti@hotmail.com,086 860 7877
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0196,KH. Sidiq Hastuti,jagapati97@gmail.com,+62 (63) 825 2061
S0479,Hendra Melani,argono30@hotmail.com,+62-0976-998-5774
S0167,"Wadi Anggriawan, S.Ked",ega42@hotmail.com,+62 (26) 540 9195
S0358,R. Wulan Suartini,titin71@gmail.com,+62 (897) 483-9744
S0216,Vera Mandala,digdaya16@hotmail.com,+62 (36) 371 8817
S0143,"Bakijan Salahudin, M.Pd",padmasarimutia@hotmail.com,+62 (007) 607-3383
S0306,Tgk. Ami Nasyidah,kusmawatiamalia@hotmail.com,+62-013-256-3262
S0306,Tgk. Ami Nasyidah,kusmawatiamalia@hotmail.com,+62-013-256-3262
S0418,"Ella Budiyanto, S.T.",bwinarno@gmail.com,(074) 595 5828
S0482,Sutan Johan Permata,astutiprayitna@yahoo.com,083 567 7036
S0005,"Okta Purnawati, S.Farm",wasitacandra@hotmail.com,+62 (027) 997 6053
S0427,"Puti Nadia Anggraini, S.Pt",mahendraelvina@yahoo.com,(050) 466-5910
S0246,Luluh Wulandari,jprastuti@hotmail.com,(0498) 126 7856
S0302,Tgk. Hesti Lazuardi,usyinurdiyanti@hotmail.com,086 860 7877
S0048,drg. Nadia Halimah,pia94@gmail.com,0828955458
S0383,Nasim Rajata,shalimah@gmail.com,+62 (70) 622 7745
S0437,Dr. Endra Saefullah,cakrabirawa51@yahoo.com,(003) 804-4928
S0261,Gina Mandasari,agus60@hotmail.com,+62 (0860) 997-0591
S0348,Rafi Wacana,utamihadi@yahoo.com,085 725 6068
S0325,Yuni Nababan,caraka59@yahoo.com,089 566 0038
S0342,Anastasia Suwarno,brahayu@hotmail.com,+62 (048) 198-4485
S0282,Vera Natsir,ikhsansamosir@gmail.com,+62-814-104-9133
S0497,"drg. Kawaca Widiastuti, S.Gz",dindauwais@yahoo.com,0868227267
S0413,Gasti Tarihoran,sihombingclara@gmail.com,+62 (0807) 149 0096
S0173,"Dr. Galih Yulianti, M.TI.",mansuryosef@gmail.com,+62 (713) 699 3602
S0411,"Cut Belinda Melani, M.Farm",prayitna07@yahoo.com,+62 (077) 243-8600
S0235,Elisa Prabowo,farah15@hotmail.com,+62-0113-923-9762
S0057,Bahuwirya Astuti,kajen01@hotmail.com,+62 (0311) 014-9652
S0291,Fitriani Handayani,nasyidahbahuraksa@gmail.com,+62-597-500-7549
S0106,Intan Yulianti,hastutigadang@gmail.com,+62 (0923) 069 7786
S0466,Lantar Pranowo,ghani49@gmail.com,+62-0213-303-1390
S0433,Ika Marpaung,simbolonpia@hotmail.com,+62 (41) 544-4438
S0059,Wisnu Handayani,waluyogandi@hotmail.com,(0950) 652-3202
S0335,Ade Iswahyudi,estiawan21@hotmail.com,0874493096
S0412,Vanya Kusmawati,dongoranbudi@gmail.com,(052) 486 1107
S0122,Bagya Namaga,nasyidahopan@hotmail.com,(0224) 073 0446
S0131,Jessica Simbolon,hutasoitellis@yahoo.com,+62 (68) 778 4176
S0218,dr. Zulfa Ramadan,limar12@gmail.com,(007) 407-3829
S0037,Bakianto Suartini,cawisadi52@gmail.com,+62-10-439-7916
S0031,Uli Safitri,marsudi30@hotmail.com,+62 (12) 968 4750
S0045,dr. Anggabaya Narpati,cdabukke@gmail.com,(0693) 696-4505
S0074,Tgk. Damar Anggriawan,bzulkarnain@hotmail.com,+62 (64) 168 1927
S0154,"Diah Salahudin, S.Psi",gadasiregar@gmail.com,(0289) 354 3179
S0119,Drs. Malika Wijaya,nasim68@gmail.com,+62 (0904) 751-8158
S0041,R. Viman Prasetya,hwibisono@hotmail.com,081 587 6304
S0047,Salwa Iswahyudi,arsipatrahartati@yahoo.com,(0008) 022-0062
S0478,"KH. Maryadi Simbolon, S.Sos",maulanaelvina@gmail.com,+62 (95) 747 5606
S0236,Latika Laksita,bakiadihutapea@yahoo.com,0848061088
S0248,Dr. Harto Utami,baguswastuti@yahoo.com,+62 (003) 078-9459
S0317,Jaeman Ramadan,pangestubakiman@gmail.com,+62 (060) 060 1083
S0199,Taufik Latupono,suryonoella@hotmail.com,+62 (0800) 497-0978
S0436,Titin Prayoga,mandasarikarja@yahoo.com,0812663419
S0004,Indah Sihombing,vmarpaung@hotmail.com,+62 (087) 511-0540
S0043,Karta Najmudin,kalim90@hotmail.com,+62-0641-417-3293
S0364,Tantri Prasetyo,ssamosir@yahoo.com,+62 (852) 403-1304
S0035,Dasa Maulana,fujiatieman@gmail.com,+62-0248-219-8111
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0285,H. Artawan Riyanti,asirwanda60@gmail.com,086 410 9991
S0353,dr. Calista Rahmawati,harsana79@gmail.com,(034) 561-5188
S0464,Tania Marpaung,qhutagalung@gmail.com,(044) 588-7124
S0393,R.A. Ophelia Andriani,vhakim@hotmail.com,+62 (128) 621 6360
S0172,Uli Riyanti,krahmawati@yahoo.com,0859163685
S0468,Bahuwirya Prasetyo,pudjiastutiempluk@yahoo.com,+62-91-285-8832
S0383,Nasim Rajata,shalimah@gmail.com,+62 (70) 622 7745
S0261,Gina Mandasari,agus60@hotmail.com,+62 (0860) 997-0591
S0478,"KH. Maryadi Simbolon, S.Sos",maulanaelvina@gmail.com,+62 (95) 747 5606
S0158,"Cut Tira Suryatmi, S.Gz",csiregar@yahoo.com,+62 (52) 302-7504
S0394,Martana Handayani,mpurnawati@gmail.com,+62-552-596-4529
S0264,Jamalia Riyanti,dindawasita@hotmail.com,(043) 880 2214
S0144,Zahra Permadi,arisyuniar@hotmail.com,+62 (0178) 310-1747
S0147,KH. Kawaca Laksmiwati,erik90@hotmail.com,+62-62-493-9342
S0470,Rahayu Napitupulu,tprastuti@gmail.com,082 255 3751
S0076,Surya Hardiansyah,imelani@yahoo.com,+62 (064) 472-6830
S0103,"Mursinin Uwais, M.Ak",marsitohutapea@yahoo.com,+62 (0457) 603 3776
S0113,Jamalia Nababan,lwinarno@gmail.com,(0638) 949-6567
S0386,Hafshah Tampubolon,tsantoso@gmail.com,+62 (070) 509-7532
S0499,Kamidin Winarsih,kemal05@gmail.com,+62-059-681-5003
S0464,Tania Marpaung,qhutagalung@gmail.com,(044) 588-7124
S0470,Rahayu Napitupulu,tprastuti@gmail.com,082 255 3751
S0463,Jelita Anggriawan,pardi91@gmail.com,+62-158-901-7719
S0131,Jessica Simbolon,hutasoitellis@yahoo.com,+62 (68) 778 4176
S0163,Muni Anggriawan,iirawan@yahoo.com,(070) 766-4659
S0225,Sutan Hasta Riyanti,budilaksmiwati@gmail.com,(093) 952 2875
S0152,Puti Yessi Susanti,virmanpradana@hotmail.com,+62 (13) 338-1021
S0212,T. Limar Widiastuti,bagiya82@gmail.com,0849343513
S0004,Indah Sihombing,vmarpaung@hotmail.com,+62 (087) 511-0540
S0308,"Dariati Laksmiwati, S.H.",namagaharto@hotmail.com,+62 (603) 571 1302
S0118,"Drs. Setya Pudjiastuti, S.Pd",ousamah@gmail.com,+62-106-765-7070
S0448,"Dt. Harsana Situmorang, S.E.I",jayalatupono@gmail.com,+62 (0583) 752-3227
S0183,Puti Fitriani Usamah,nasyidahbahuraksa@gmail.com,+62 (076) 184-2191
S0047,Salwa Iswahyudi,arsipatrahartati@yahoo.com,(0008) 022-0062
S0267,Prakosa Saragih,astutijaka@gmail.com,+62 (0556) 649-3969
S0246,Luluh Wulandari,jprastuti@hotmail.com,(0498) 126 7856
S0021,"Cut Clara Rahimah, S.T.",purwantidasa@hotmail.com,+62 (01) 717-4410
S0217,"Jasmani Wastuti, S.Farm",esinaga@hotmail.com,+62 (838) 806-5469
S0199,Taufik Latupono,suryonoella@hotmail.com,+62 (0800) 497-0978
S0145,Gilda Nuraini,dodo56@gmail.com,+62 (010) 542 6338
S0066,Artawan Nasyiah,isantoso@yahoo.com,+62-046-628-6945
S0341,Mulya Santoso,jailanigatra@yahoo.com,+62 (93) 195-6159
S0390,"Upik Astuti, M.Farm",eanggriawan@hotmail.com,0815726569
S0349,Balijan Waskita,hani76@yahoo.com,+62 (040) 865 6713
S0244,R.M. Ismail Nainggolan,zulaikaparis@yahoo.com,+62 (0281) 698 1027
S0158,"Cut Tira Suryatmi, S.Gz",csiregar@yahoo.com,+62 (52) 302-7504
S0151,"Talia Situmorang, M.Pd",balapati26@hotmail.com,+62 (0768) 842-5535
S0468,Bahuwirya Prasetyo,pudjiastutiempluk@yahoo.com,+62-91-285-8832
S0500,"Tgk. Mala Prakasa, S.Pd",niyaga35@yahoo.com,(027) 734-1578
S0434,Asirwada Hutapea,safitriwakiman@hotmail.com,(0951) 697 4546
S0476,"Dirja Irawan, S.E.",gantar83@yahoo.com,0844682708
S0441,KH. Rahman Kusmawati,dartono65@yahoo.com,+62 (031) 646-6792
S0162,Lintang Rajasa,cagak13@hotmail.com,+62-381-845-6086
S0289,"Puti Belinda Wijaya, S.H.",eriyanti@yahoo.com,+62 (0312) 713-8993
S0331,"dr. Usyi Pangestu, S.I.Kom",rprakasa@gmail.com,+62-52-718-8350
S0421,Vivi Prasetya,bagusuyainah@hotmail.com,+62 (0442) 270-6801
S0162,Lintang Rajasa,cagak13@hotmail.com,+62-381-845-6086
S0181,Uli Waluyo,eka64@yahoo.com,+62 (97) 934-3579
S0210,Pia Suartini,pnajmudin@yahoo.com,082 456 0971
S0119,Drs. Malika Wijaya,nasim68@gmail.com,+62 (0904) 751-8158
S0441,KH. Rahman Kusmawati,dartono65@yahoo.com,+62 (031) 646-6792
S0105,"Dr. Elma Saputra, S.H.",paris49@yahoo.com,(0628) 947 4407
S0155,Galur Maryati,sitompuldwi@yahoo.com,(0284) 194-4574
S0415,Gamanto Setiawan,owijaya@yahoo.com,+62 (053) 367-3619
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0247,Balijan Ramadan,qhakim@yahoo.com,0859959241
S0196,KH. Sidiq Hastuti,jagapati97@gmail.com,+62 (63) 825 2061
S0209,Faizah Budiyanto,balijan48@hotmail.com,+62-505-189-1720
S0119,Drs. Malika Wijaya,nasim68@gmail.com,+62 (0904) 751-8158
S0301,dr. Lalita Pudjiastuti,suryatmigalak@gmail.com,(090) 388 7633
S0048,drg. Nadia Halimah,pia94@gmail.com,0828955458
S0306,Tgk. Ami Nasyidah,kusmawatiamalia@hotmail.com,+62-013-256-3262
S0001,Tasnim Fujiati,saragihalika@hotmail.com,+62 (914) 912-3957
S0183,Puti Fitriani Usamah,nasyidahbahuraksa@gmail.com,+62 (076) 184-2191
S0322,Dr. Prakosa Wahyuni,vivi92@gmail.com,+62 (011) 532-1129
S0320,"Prakosa Sinaga, M.TI.",pnuraini@gmail.com,+62 (054) 528-4549
S0305,Cut Ina Hidayat,mumpuni31@gmail.com,+62 (0563) 512 5563
S0148,Maida Pradana,ubudiyanto@yahoo.com,(011) 890 9147
S0456,Almira Permata,dprabowo@hotmail.com,(0748) 953-0551
S0032,Galiono Wibisono,vimanusamah@yahoo.com,+62-25-782-9439
S0491,Prasetya Farida,piatamba@yahoo.com,+62-0781-319-6851
S0135,Puput Saragih,padmawasita@yahoo.com,+62 (0215) 996-3212
S0467,H. Ajiman Prasasta,prayogadarmanto@hotmail.com,+62 (056) 334-9561
S0265,Julia Sinaga,wanipranowo@yahoo.com,+62 (33) 921-4932
S0369,"Hendra Damanik, S.Psi",haryantidaruna@yahoo.com,+62-095-363-9440
S0180,Dr. Lurhur Nugroho,hasta68@hotmail.com,(009) 653-8402
S0327,Ajeng Wahyuni,hanimahendra@gmail.com,+62 (80) 726-9775
S0241,Usman Tampubolon,bakijanwinarsih@hotmail.com,+62-42-249-0643
S0438,Dono Waskita,setiawanparis@gmail.com,+62 (54) 690 5604
S0326,Tgk. Gandi Lailasari,ina59@hotmail.com,(054) 288-0879
S0420,Endah Wibisono,atampubolon@hotmail.com,+62 (11) 413-0960
S0023,"Aisyah Mardhiyah, S.T.",endahsafitri@hotmail.com,(0301) 083-8053
S0425,Mulya Sihombing,tirtayasawaskita@hotmail.com,(026) 950 6600
S0253,"R. Lasmono Nainggolan, S.E.",dadi09@yahoo.com,+62 (0878) 030 1782
S0035,Dasa Maulana,fujiatieman@gmail.com,+62-0248-219-8111
S0388,Zizi Puspita,cagerirawan@yahoo.com,+62 (99) 877 1968
S0481,Mila Gunawan,cagak44@hotmail.com,+62-061-625-1898
S0072,"dr. Hani Pratiwi, S.Gz",pangestucindy@hotmail.com,+62-010-001-2642
S0003,Dr. Yulia Siregar,najmudinerik@hotmail.com,+62 (68) 864-9445
S0477,Harjaya Santoso,yusuf03@yahoo.com,+62 (0311) 388-6640
S0258,Vicky Natsir,utamijasmin@gmail.com,+62 (21) 418-1251
S0057,Bahuwirya Astuti,kajen01@hotmail.com,+62 (0311) 014-9652
S0140,Cagak Halim,atma14@hotmail.com,+62 (0959) 104 2123
S0320,"Prakosa Sinaga, M.TI.",pnuraini@gmail.com,+62 (054) 528-4549
S0028,drg. Karya Gunarto,cagaknugroho@gmail.com,+62 (068) 218 4212
S0012,Dariati Kuswandari,sihombingpadmi@yahoo.com,+62-79-656-5578
S0449,"Widya Lazuardi, S.Farm",tyuniar@yahoo.com,(022) 980-1204
S0357,Unjani Rajata,permadinabila@gmail.com,(014) 996-6578
S0049,Mustofa Purwanti,yunita02@gmail.com,(068) 050 5271
S0058,H. Nyana Suryatmi,baktionorajata@gmail.com,+62-70-544-1450
S0289,"Puti Belinda Wijaya, S.H.",eriyanti@yahoo.com,+62 (0312) 713-8993
S0063,dr. Carla Palastri,zulkarnainsaiful@yahoo.com,+62-076-141-4859
S0350,Paramita Hasanah,primaramadan@yahoo.com,+62-342-518-6598
S0491,Prasetya Farida,piatamba@yahoo.com,+62-0781-319-6851
S0265,Julia Sinaga,wanipranowo@yahoo.com,+62 (33) 921-4932
S0480,"Drs. Novi Situmorang, M.TI.",smaulana@yahoo.com,+62 (066) 931 4307
S0471,"Gilang Situmorang, S.Ked",osimanjuntak@hotmail.com,+62 (27) 510-7589
S0086,Agnes Nainggolan,klaksmiwati@gmail.com,+62-55-845-0129
S0323,"Lili Pradipta, M.TI.",radika53@hotmail.com,(0013) 714 6891
S0328,Tira Manullang,mahfudhutagalung@yahoo.com,+62 (405) 960-2132
S0224,"Cinthia Pradana, S.Sos",waluyogalak@hotmail.com,0874844251
S0140,Cagak Halim,atma14@hotmail.com,+62 (0959) 104 2123
S0118,"Drs. Setya Pudjiastuti, S.Pd",ousamah@gmail.com,+62-106-765-7070
S0479,Hendra Melani,argono30@hotmail.com,+62-0976-998-5774
S0002,"Jelita Irawan, S.Ked",agnessaputra@yahoo.com,(0711) 678 9718
S0420,Endah Wibisono,atampubolon@hotmail.com,+62 (11) 413-0960
S0405,Nadine Hasanah,pmansur@gmail.com,+62 (029) 755-5944
S0047,Salwa Iswahyudi,arsipatrahartati@yahoo.com,(0008) 022-0062
S0202,"Paulin Gunarto, S.E.I",maryatigada@yahoo.com,(0905) 704 4750
S0489,Viktor Suryono,ichatampubolon@gmail.com,+62 (025) 520 6067
S0181,Uli Waluyo,eka64@yahoo.com,+62 (97) 934-3579
S0262,Wahyu Habibi,banawaprayoga@yahoo.com,+62 (195) 986 7118
S0101,"Cut Malika Namaga, M.Ak",gardianto@gmail.com,+62 (49) 634-2351
S0148,Maida Pradana,ubudiyanto@yahoo.com,(011) 890 9147
S0167,"Wadi Anggriawan, S.Ked",ega42@hotmail.com,+62 (26) 540 9195
S0376,Adinata Kuswandari,viktor38@yahoo.com,(093) 837 9097
S0083,"Jaswadi Mandala, M.TI.",dewi87@hotmail.com,+62 (094) 099-3682
S0454,drg. Unjani Sudiati,brahayu@gmail.com,(000) 657 2824
S0023,"Aisyah Mardhiyah, S.T.",endahsafitri@hotmail.com,(0301) 083-8053
S0337,Prakosa Handayani,mustikalestari@yahoo.com,084 523 8153
S0484,"Cut Indah Mansur, S.T.",iharyanti@yahoo.com,+62-68-730-6502
S0244,R.M. Ismail Nainggolan,zulaikaparis@yahoo.com,+62 (0281) 698 1027
S0165,Jasmani Dabukke,baktiono82@yahoo.com,+62 (14) 422 1971
S0408,Yuni Najmudin,cahyabudiyanto@hotmail.com,+62-374-793-8190
S0002,"Jelita Irawan, S.Ked",agnessaputra@yahoo.com,(0711) 678 9718
S0082,Devi Dongoran,kamidin87@hotmail.com,+62 (006) 819-7920
S0336,Upik Wahyuni,alambana80@gmail.com,+62 (509) 744 5434
S0241,Usman Tampubolon,bakijanwinarsih@hotmail.com,+62-42-249-0643
S0497,"drg. Kawaca Widiastuti, S.Gz",dindauwais@yahoo.com,0868227267
S0482,Sutan Johan Permata,astutiprayitna@yahoo.com,083 567 7036
S0048,drg. Nadia Halimah,pia94@gmail.com,0828955458
S0161,Gatra Wijayanti,malik58@gmail.com,+62 (0147) 279 6603
S0406,"R. Padmi Prabowo, S.Gz",kurnia44@yahoo.com,+62 (0092) 765-9321
S0491,Prasetya Farida,piatamba@yahoo.com,+62-0781-319-6851
S0213,Umaya Simbolon,kaniaputra@hotmail.com,(0785) 000-8182
S0330,Asmuni Nasyiah,martakaprastuti@yahoo.com,+62 (018) 395-0679
S0286,Hafshah Suwarno,novisitumorang@yahoo.com,+62 (832) 719-0570
S0014,Ciaobella Habibi,vpalastri@gmail.com,+62-116-509-1336
S0107,"Yani Pranowo, S.Kom",prabowo05@gmail.com,+62 (008) 519-1560
S0165,Jasmani Dabukke,baktiono82@yahoo.com,+62 (14) 422 1971
S0295,Ophelia Kuswandari,hamima48@hotmail.com,+62 (78) 644 4663
S0053,Hj. Rika Megantara,prasetyabanawi@yahoo.com,+62-380-789-0341
S0137,Kuncara Haryanti,betaniathamrin@yahoo.com,+62 (58) 967 6827
S0195,"Sutan Gaman Maulana, S.Pd",xmaryati@hotmail.com,082 280 6622
S0105,"Dr. Elma Saputra, S.H.",paris49@yahoo.com,(0628) 947 4407
S0384,"T. Galuh Saragih, M.Pd",paulin01@hotmail.com,+62 (808) 768 2497
S0348,Rafi Wacana,utamihadi@yahoo.com,085 725 6068
S0294,"T. Harimurti Hassanah, S.E.",nyulianti@yahoo.com,089 805 2296
S0107,"Yani Pranowo, S.Kom",prabowo05@gmail.com,+62 (008) 519-1560
S0028,drg. Karya Gunarto,cagaknugroho@gmail.com,+62 (068) 218 4212
S0442,Ida Novitasari,bmulyani@hotmail.com,+62 (22) 949 3182
S0255,Bakiono Permata,manullangirnanto@yahoo.com,+62-53-416-0098
S0455,"Dr. Mahfud Agustina, S.Pd",dewi06@gmail.com,+62-847-801-5153
S0294,"T. Harimurti Hassanah, S.E.",nyulianti@yahoo.com,089 805 2296
S0318,Kasiyah Aryani,radenpuspita@yahoo.com,(041) 692-3758
S0346,Galak Mansur,mustofawulandari@gmail.com,(0558) 805 7597
S0438,Dono Waskita,setiawanparis@gmail.com,+62 (54) 690 5604
S0409,"Upik Sitorus, S.IP",muhammad02@yahoo.com,+62 (016) 458-2071
S0450,Silvia Ramadan,omayasari@gmail.com,+62 (065) 907 6157
S0456,Almira Permata,dprabowo@hotmail.com,(0748) 953-0551
S0036,"Harto Lestari, S.Psi",tiramansur@gmail.com,+62 (96) 404-7761
S0471,"Gilang Situmorang, S.Ked",osimanjuntak@hotmail.com,+62 (27) 510-7589
S0191,Yulia Simanjuntak,pertiwirusman@gmail.com,+62 (034) 792-6564
S0483,Ellis Wibisono,hidayatemin@hotmail.com,+62-09-118-0683
S0181,Uli Waluyo,eka64@yahoo.com,+62 (97) 934-3579
S0483,Ellis Wibisono,hidayatemin@hotmail.com,+62-09-118-0683
S0250,Ida Purwanti,novi63@gmail.com,+62 (0313) 255 5393
S0131,Jessica Simbolon,hutasoitellis@yahoo.com,+62 (68) 778 4176
S0302,Tgk. Hesti Lazuardi,usyinurdiyanti@hotmail.com,086 860 7877
S0261,Gina Mandasari,agus60@hotmail.com,+62 (0860) 997-0591
S0062,"Hj. Ana Mansur, S.T.",zlestari@gmail.com,(0070) 544-8744
S0107,"Yani Pranowo, S.Kom",prabowo05@gmail.com,+62 (008) 519-1560
S0212,T. Limar Widiastuti,bagiya82@gmail.com,0849343513
S0172,Uli Riyanti,krahmawati@yahoo.com,0859163685
S0282,Vera Natsir,ikhsansamosir@gmail.com,+62-814-104-9133
S0181,Uli Waluyo,eka64@yahoo.com,+62 (97) 934-3579
S0241,Usman Tampubolon,bakijanwinarsih@hotmail.com,+62-42-249-0643
S0468,Bahuwirya Prasetyo,pudjiastutiempluk@yahoo.com,+62-91-285-8832
S0403,Rahmi Prastuti,onihutasoit@hotmail.com,+62-40-241-9905
S0274,Budi Maulana,salahudinjaswadi@gmail.com,+62 (0869) 628-4884
S0405,Nadine Hasanah,pmansur@gmail.com,+62 (029) 755-5944
S0296,Ganda Prakasa,bajragin45@yahoo.com,+62-38-325-2930
S0105,"Dr. Elma Saputra, S.H.",paris49@yahoo.com,(0628) 947 4407
S0016,"Diana Maryati, M.Ak",chandradongoran@yahoo.com,+62 (951) 132 7116
S0467,H. Ajiman Prasasta,prayogadarmanto@hotmail.com,+62 (056) 334-9561
S0315,Dono Dabukke,hsuartini@gmail.com,(011) 733 0514
