,company_ID,company_name,company_pic,company_address,company_phone,company_email,company_field,transaction_date,level_training_process,purchasing_time_patterns,number_of_participants,group,total_payment,satisfaction,communication_channel,complaints,communication_quality,possibility_of_purchasing_the_same_training,frequency_engagement,brand_sustainability,rating_training,tren_mode_factor,interest_in_discount_program,training_ID,trainer_name,training_total_meetings,training_price,discount_training,training_type,training_name,cross_selling,upselling
676,P0677,PT Suryatmi (Persero) Tbk,Capa Mandala,"Gg. Kapten Muslihat No. 126
Kediri, Jambi 05638",(0987) 168-8915,saptonoharsana@example.net,Pertambangan dan Penggalian,2021-11-07,5,diskon,16,Group,90000000.0,5,social media,positif,bagus,72,10,1,4,Ya,5,B0677,Iqbal,15,4000000,35,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
677,P0678,UD Habibi (Persero) Tbk,Indra Uyainah,"Jl. Stasiun Wonokromo No. 68
Samarinda, Banten 82457",(0132) 862-7134,qpudjiastuti@example.org,Konstruksi,2021-11-08,5,diskon,14,Group,99200000.0,5,social media,positif,bagus,74,10,1,4,Ya,5,B0678,Reza,17,11000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
678,P0679,PD Haryanto,Panca Maryati,"Gang Jamika No. 0
Salatiga, Papua 45238",(0090) 102-2287,rahmiprastuti@example.com,Pertambangan dan Penggalian,2021-11-09,5,peristiwa khusus,4,Group,93000000.0,4,social media,positif,bagus,73,10,1,2,Ya,5,B0679,Iqbal,11,6000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
679,P0680,CV Astuti,"R. Bagya Maryati, S.E.","Gg. Dipenogoro No. 851
Sukabumi, Gorontalo 29329",080 124 2622,prasetyacatur@example.com,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2021-11-10,5,diskon,3,Group,93000000.0,5,social media,positif,bagus,70,10,1,2,Ya,4,B0680,Rian,11,8000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
680,P0681,CV Marpaung (Persero) Tbk,Aswani Lailasari,"Gang Erlangga No. 889
Sukabumi, SR 13820",+62-145-422-5258,lkuswoyo@example.com,Industri Pengolahan,2021-11-11,5,diskon,17,Group,93000000.0,5,phone,positif,bagus,70,10,1,5,Ya,4,B0681,Rian,17,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
681,P0682,UD Tampubolon Marpaung,"Dipa Maulana, S.T.","Jalan Ciwastra No. 639
Cilegon, DI Yogyakarta 06121",080 148 6896,vinsen79@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-11-12,5,diskon,17,Group,91200000.0,5,social media,positif,bagus,71,10,1,4,Ya,5,B0682,Alam,17,10000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
682,P0683,PT Habibi Hartati,Daliono Permadi,"Jalan K.H. Wahid Hasyim No. 540
Tebingtinggi, Sumatera Barat 04771",+62 (968) 199-8007,tari89@example.org,Informasi Dan Komunikasi,2021-11-13,5,diskon,19,Group,93000000.0,5,social media,positif,bagus,72,10,1,5,Ya,5,B0683,Haris,17,10000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
683,P0684,Perum Sirait (Persero) Tbk,Najib Lazuardi,"Jl. Moch. Toha No. 2
Medan, Sulawesi Selatan 34482",085 243 9168,bajragin38@example.net,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-11-14,5,diskon,17,Group,93000000.0,5,social media,positif,bagus,73,10,1,5,Ya,5,B0684,Haris,15,8000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
684,P0685,PD Kuswandari,Rudi Saptono,"Jalan Laswi No. 73
Kendari, Aceh 63452",(0144) 449-3727,nugrohobakianto@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2021-11-15,5,diskon,13,Group,99200000.0,4,social media,positif,bagus,72,10,1,5,Ya,4,B0685,Ibun,17,5000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
685,P0686,CV Wahyudin,Wani Nuraini,"Jalan Jakarta No. 24
Kendari, KR 41497",+62-072-323-1608,yuliartidasa@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2021-11-16,5,diskon,8,Group,105400000.0,5,social media,positif,bagus,71,10,1,4,Ya,5,B0686,Haris,14,10000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
686,P0687,UD Purnawati Tbk,Himawan Haryanto,"Gang R.E Martadinata No. 84
Ambon, JB 34917",+62 (018) 378 8997,nadiarajata@example.com,Aktivitas Jasa Lainnya,2021-11-17,5,diskon,11,Group,105400000.0,4,social media,positif,bagus,70,10,1,4,Ya,4,B0687,Reza,13,10000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
687,P0688,PT Nasyiah,"Anastasia Maulana, S.T.","Jl. Pelajar Pejuang No. 1
Banjarbaru, Sulawesi Tengah 59444",081 194 1608,estiawan78@example.org,Aktivitas Keuangan dan Asuransi,2021-11-18,5,diskon,7,Group,110500000.0,5,social media,positif,bagus,74,10,1,4,Ya,4,B0688,Ibun,12,2000000,35,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
688,P0689,PT Sinaga Tbk,Gina Thamrin,"Jl. Astana Anyar No. 002
Bukittinggi, Nusa Tenggara Barat 99175",080 924 0425,wsihombing@example.net,Perdagangan Besar Dan Eceran; Reparasi Dan Perawatan Mobil Dan Sepeda Motor,2021-11-19,5,diskon,11,Group,99200000.0,5,social media,positif,bagus,74,10,1,4,Ya,4,B0689,Haris,14,10000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
689,P0690,UD Adriansyah Tbk,"Hj. Ulya Handayani, S.Pd","Gg. Cikutra Barat No. 00
Bima, JI 52388",+62 (083) 127-0643,hasta16@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-11-20,5,diskon,20,Group,102000000.0,5,social media,positif,bagus,73,10,1,5,Ya,5,B0690,Ibun,17,7000000,35,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
690,P0691,PD Najmudin Yulianti,Teddy Nuraini,"Jl. BKR No. 652
Banjarbaru, KI 70902",082 101 5082,gmaulana@example.com,Informasi Dan Komunikasi,2021-11-21,5,peristiwa khusus,15,Group,105400000.0,5,social media,positif,bagus,71,10,1,5,Ya,4,B0691,Haris,17,10000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
691,P0692,UD Widiastuti Tbk,"Dr. Cinta Megantara, M.Pd","Jalan Merdeka No. 5
Banjar, MU 23071",(087) 089 4173,zulaikahartaka@example.com,"Kesenian, Hiburan Dan Rekreasi",2021-11-22,5,diskon,17,Group,97500000.0,5,social media,positif,bagus,74,10,1,5,Ya,5,B0692,Haris,16,9000000,35,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
692,P0693,UD Halim,Tami Oktaviani,"Jl. Siliwangi No. 3
Banda Aceh, Sumatera Selatan 08231",+62 (167) 760-5903,wisnu33@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2021-11-23,5,diskon,15,Group,99200000.0,5,social media,positif,bagus,73,10,1,5,Ya,4,B0693,Iqbal,17,6000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
693,P0694,PD Melani Yuliarti,Fathonah Sitorus,"Jalan Moch. Toha No. 411
Sabang, Sulawesi Tengah 17854",(0504) 015-7154,jakaardianto@example.org,"Pertanian, Kehutanan dan Perikanan",2021-11-24,5,diskon,15,Group,93000000.0,5,social media,positif,bagus,70,10,1,5,Ya,5,B0694,Ibun,17,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
694,P0695,PT Nugroho Rahayu,Eko Tamba,"Jl. Laswi No. 389
Palopo, Sulawesi Tenggara 64448",(0229) 491 2947,halimasitumorang@example.org,Konstruksi,2021-11-25,5,diskon,7,Group,93000000.0,5,social media,positif,bagus,73,10,1,4,Ya,5,B0695,Rian,14,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
695,P0696,Perum Puspasari Tbk,Icha Rajata,"Gang Raya Ujungberung No. 9
Subulussalam, Papua Barat 02040",(0869) 083 8090,raihan50@example.com,Aktivitas Jasa Lainnya,2021-11-26,4,diskon,17,Group,93000000.0,5,social media,positif,bagus,73,10,1,5,Ya,4,B0696,Rian,17,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
696,P0697,PD Santoso Tbk,"Tgk. Silvia Manullang, M.Pd","Gang Pasirkoja No. 595
Banjarbaru, Aceh 85163",(062) 690-4923,jnasyiah@example.com,Aktivitas Keuangan dan Asuransi,2021-11-27,4,diskon,7,Group,99200000.0,5,social media,positif,bagus,71,10,1,4,Ya,5,B0697,Ibun,14,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
697,P0698,Perum Nugroho Tampubolon,Radika Yuniar,"Jalan Wonoayu No. 49
Banjar, Sulawesi Selatan 64215",+62-219-830-7564,uchitayulianti@example.com,"Treatment Air, Treatment Air Limbah, Treatment dan Pemulihan Material Sampah, dan Aktivitas Remediasi",2021-11-28,5,diskon,10,Group,105400000.0,4,social media,positif,bagus,72,10,1,4,Ya,5,B0698,Ibun,14,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
698,P0699,PT Wahyuni Sudiati (Persero) Tbk,"dr. Gantar Utami, S.Farm","Jl. Sukabumi No. 9
Padang, KB 19878",+62 (46) 821 1413,tsamosir@example.org,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-11-29,5,diskon,5,Group,93000000.0,5,social media,positif,bagus,70,10,1,3,Ya,5,B0699,Haris,11,10000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
699,P0700,PD Halim Hutapea,Raina Prasetyo,"Jalan Dr. Djunjunan No. 9
Surakarta, Nusa Tenggara Timur 74649",+62 (24) 290 2580,skuswandari@example.net,"Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi, Ketenagakerjaan, Agen Perjalanan dan Penunjang Usaha Lainnya",2021-11-30,5,diskon,17,Group,99200000.0,5,social media,positif,bagus,74,10,1,5,Ya,4,B0700,Ibun,17,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
700,P0701,CV Tarihoran,R.M. Wawan Pratama,"Gg. Sadang Serang No. 833
Yogyakarta, Sumatera Utara 53791",082 790 9723,zusada@example.com,"Administrasi Pemerintahan, Pertahanan Dan Jaminan Sosial Wajib",2021-12-01,5,peristiwa khusus,10,Group,93000000.0,5,phone,positif,bagus,70,10,1,4,Ya,5,B0701,Iqbal,14,6000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
701,P0702,PD Kusmawati Prasetya (Persero) Tbk,Najam Suartini,"Jl. Jayawijaya No. 9
Prabumulih, Nusa Tenggara Timur 34457",+62 (938) 902-6678,btampubolon@example.net,Aktivitas Badan Internasional Dan Badan Ekstra Internasional Lainnya,2021-12-02,5,diskon,15,Group,93000000.0,5,social media,positif,bagus,73,10,1,4,Ya,4,B0702,Rian,15,5000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
702,P0703,UD Anggraini Waskita,"Warsa Marbun, M.Farm","Gg. Cikutra Timur No. 167
Pangkalpinang, RI 05417",+62 (35) 777-9782,mahfudsiregar@example.com,Real Estat,2021-12-03,5,diskon,6,Group,105400000.0,5,social media,positif,bagus,74,10,1,3,Ya,5,B0703,Ibun,11,9000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
703,P0704,UD Najmudin,Oman Zulkarnain,"Gg. Rajawali Barat No. 44
Medan, GO 83520",(047) 197-9054,fitria43@example.com,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2021-12-04,5,diskon,11,Group,99200000.0,5,social media,positif,bagus,70,10,1,4,Ya,4,B0704,Rian,14,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
704,P0705,CV Rajata Iswahyudi,Mutia Marbun,"Gg. Ahmad Yani No. 44
Tidore Kepulauan, Jawa Timur 51810",+62 (42) 749 5210,daliono78@example.net,Pendidikan,2021-12-05,5,diskon,1,Group,104000000.0,5,social media,positif,bagus,74,10,1,1,Ya,4,B0705,Haris,8,5000000,35,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
705,P0706,PD Simbolon,Carla Nashiruddin,"Jl. Medokan Ayu No. 8
Parepare, JB 22250",+62 (0079) 365-2217,najwamansur@example.com,"Aktivitas Profesional, Ilmiah Dan Teknis",2021-12-06,5,diskon,2,Group,93000000.0,5,social media,positif,bagus,74,10,1,1,Ya,5,B0706,Haris,8,5000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
706,P0707,UD Rajata Samosir (Persero) Tbk,Dr. Calista Tamba,"Jl. Setiabudhi No. 29
Surabaya, Sumatera Barat 41027",(060) 222 6577,ajimatsamosir@example.net,Pengangkutan dan Pergudangan,2021-12-07,5,diskon,3,Group,93000000.0,5,social media,positif,bagus,72,10,1,3,Ya,4,B0707,Rian,11,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
707,P0708,UD Santoso,R.M. Setya Usamah,"Jl. Kiaracondong No. 12
Pematangsiantar, JT 38968",+62 (44) 894 6547,nashiruddinembuh@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2021-12-08,5,diskon,19,Group,105400000.0,5,social media,positif,bagus,72,10,1,5,Ya,4,B0708,Ibun,17,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
708,P0709,Perum Nasyidah,"Cemani Rahmawati, M.Pd","Jalan Raya Setiabudhi No. 748
Jayapura, Jambi 65152",086 107 3561,jamilmelani@example.com,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2021-12-09,5,diskon,18,Group,99200000.0,5,social media,positif,bagus,72,10,1,4,Ya,5,B0709,Alam,17,10000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
709,P0710,CV Gunawan,Martaka Suwarno,"Gg. Abdul Muis No. 94
Pagaralam, SU 26000",+62 (0379) 114 9996,jaswadiwahyudin@example.org,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2021-12-10,5,diskon,11,Group,93000000.0,5,social media,positif,bagus,74,10,1,4,Ya,4,B0710,Ibun,13,6000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
710,P0711,PT Tamba Ardianto,"Edison Gunarto, S.Sos","Jl. Merdeka No. 73
Ambon, PA 26549",(046) 614 0717,purwantilembah@example.net,Aktivitas Kesehatan Manusia Dan Aktivitas Sosial,2021-12-11,5,diskon,1,Group,99200000.0,5,social media,positif,bagus,72,10,1,2,Ya,4,B0711,Ibun,7,3000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
711,P0712,CV Widiastuti Tbk,Hairyanto Wibowo,"Jalan HOS. Cokroaminoto No. 64
Kotamobagu, Kepulauan Bangka Belitung 91394",+62 (0228) 321 7932,nataliawibowo@example.net,Aktivitas Rumah Tangga Sebagai Pemberi Kerja; Aktivitas Yang Menghasilkan Barang Dan Jasa Oleh Rumah Tangga yang Digunakan untuk Memenuhi Kebutuhan Sendiri,2021-12-12,5,diskon,2,Group,105400000.0,5,phone,positif,bagus,71,10,1,2,Ya,5,B0712,Reza,7,9000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
712,P0713,UD Kusmawati Purnawati,Warsa Maulana,"Jalan Surapati No. 2
Sungai Penuh, Kalimantan Selatan 24413",+62 (050) 983-4702,jarwi44@example.com,IPenyediaan Akomodasi Dan Penyediaan Makan Minum,2021-12-13,5,diskon,20,Group,93000000.0,5,social media,positif,bagus,73,10,1,5,Ya,5,B0713,Haris,17,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
713,P0714,Perum Sinaga Hidayat,Asirwada Yolanda,"Jalan Pacuan Kuda No. 1
Palu, Lampung 10591",+62-90-044-4284,yusufmegantara@example.com,"Pengadaan Listrik, Gas, Uap/Air Panas Dan Udara Dingin",2021-12-14,5,diskon,16,Group,93000000.0,5,social media,positif,bagus,72,10,1,5,Ya,4,B0714,Ibun,17,7000000,38,Leadership & Managerial Series,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen,Agile Leadership What Leaders Have To Do in Enabling Agile Transformation,Infografis & Pembuatan Materi Presentasi bagi Level Manajemen
